,price_high,price_low,price_med,maintenance_high,maintenance_low,maintenance_med,persons_2,persons_more,decision
49,1,0,0,1,0,0,0,1,unacc
50,1,0,0,1,0,0,0,1,unacc
51,1,0,0,1,0,0,0,1,unacc
52,1,0,0,1,0,0,0,1,unacc
53,1,0,0,1,0,0,0,1,unacc
54,1,0,0,1,0,0,1,0,unacc
55,1,0,0,1,0,0,1,0,unacc
56,1,0,0,1,0,0,1,0,unacc
57,1,0,0,1,0,0,1,0,unacc
58,1,0,0,1,0,0,1,0,unacc
59,1,0,0,1,0,0,1,0,unacc
60,1,0,0,1,0,0,1,0,unacc
61,1,0,0,1,0,0,1,0,unacc
62,1,0,0,1,0,0,1,0,unacc
63,1,0,0,1,0,0,0,1,unacc
64,1,0,0,1,0,0,0,1,unacc
65,1,0,0,1,0,0,0,1,unacc
66,1,0,0,1,0,0,0,1,unacc
67,1,0,0,1,0,0,0,1,unacc
68,1,0,0,1,0,0,0,1,unacc
69,1,0,0,1,0,0,0,1,unacc
70,1,0,0,1,0,0,0,1,unacc
71,1,0,0,1,0,0,0,1,unacc
72,1,0,0,1,0,0,0,1,unacc
73,1,0,0,1,0,0,0,1,unacc
74,1,0,0,1,0,0,0,1,unacc
75,1,0,0,1,0,0,0,1,unacc
76,1,0,0,1,0,0,0,1,unacc
77,1,0,0,1,0,0,0,1,unacc
78,1,0,0,1,0,0,0,1,unacc
79,1,0,0,1,0,0,0,1,unacc
80,1,0,0,1,0,0,0,1,unacc
81,1,0,0,1,0,0,1,0,unacc
82,1,0,0,1,0,0,1,0,unacc
83,1,0,0,1,0,0,1,0,unacc
84,1,0,0,1,0,0,1,0,unacc
85,1,0,0,1,0,0,1,0,unacc
86,1,0,0,1,0,0,1,0,unacc
87,1,0,0,1,0,0,1,0,unacc
88,1,0,0,1,0,0,1,0,unacc
89,1,0,0,1,0,0,1,0,unacc
90,1,0,0,1,0,0,0,1,unacc
91,1,0,0,1,0,0,0,1,unacc
92,1,0,0,1,0,0,0,1,unacc
93,1,0,0,1,0,0,0,1,unacc
94,1,0,0,1,0,0,0,1,unacc
95,1,0,0,1,0,0,0,1,unacc
96,1,0,0,1,0,0,0,1,unacc
97,1,0,0,1,0,0,0,1,unacc
98,1,0,0,1,0,0,0,1,unacc
99,1,0,0,1,0,0,0,1,unacc
100,1,0,0,1,0,0,0,1,unacc
101,1,0,0,1,0,0,0,1,unacc
102,1,0,0,1,0,0,0,1,unacc
103,1,0,0,1,0,0,0,1,unacc
104,1,0,0,1,0,0,0,1,unacc
105,1,0,0,1,0,0,0,1,unacc
106,1,0,0,1,0,0,0,1,unacc
107,1,0,0,1,0,0,0,1,unacc
108,1,0,0,1,0,0,1,0,unacc
109,1,0,0,1,0,0,1,0,unacc
110,1,0,0,1,0,0,1,0,unacc
111,1,0,0,1,0,0,1,0,unacc
112,1,0,0,1,0,0,1,0,unacc
113,1,0,0,1,0,0,1,0,unacc
114,1,0,0,1,0,0,1,0,unacc
115,1,0,0,1,0,0,1,0,unacc
116,1,0,0,1,0,0,1,0,unacc
117,1,0,0,1,0,0,0,1,unacc
118,1,0,0,1,0,0,0,1,unacc
119,1,0,0,1,0,0,0,1,unacc
120,1,0,0,1,0,0,0,1,unacc
121,1,0,0,1,0,0,0,1,unacc
122,1,0,0,1,0,0,0,1,unacc
123,1,0,0,1,0,0,0,1,unacc
124,1,0,0,1,0,0,0,1,unacc
125,1,0,0,1,0,0,0,1,unacc
126,1,0,0,1,0,0,0,1,unacc
127,1,0,0,1,0,0,0,1,unacc
128,1,0,0,1,0,0,0,1,unacc
129,1,0,0,1,0,0,0,1,unacc
130,1,0,0,1,0,0,0,1,unacc
131,1,0,0,1,0,0,0,1,unacc
132,1,0,0,1,0,0,0,1,unacc
133,1,0,0,1,0,0,0,1,unacc
134,1,0,0,1,0,0,0,1,unacc
135,1,0,0,1,0,0,1,0,unacc
136,1,0,0,1,0,0,1,0,unacc
137,1,0,0,1,0,0,1,0,unacc
138,1,0,0,1,0,0,1,0,unacc
139,1,0,0,1,0,0,1,0,unacc
140,1,0,0,1,0,0,1,0,unacc
141,1,0,0,1,0,0,1,0,unacc
142,1,0,0,1,0,0,1,0,unacc
143,1,0,0,1,0,0,1,0,unacc
144,1,0,0,1,0,0,0,1,unacc
145,1,0,0,1,0,0,0,1,unacc
146,1,0,0,1,0,0,0,1,unacc
147,1,0,0,1,0,0,0,1,unacc
148,1,0,0,1,0,0,0,1,unacc
149,1,0,0,1,0,0,0,1,unacc
150,1,0,0,1,0,0,0,1,unacc
151,1,0,0,1,0,0,0,1,unacc
152,1,0,0,1,0,0,0,1,unacc
153,1,0,0,1,0,0,0,1,unacc
154,1,0,0,1,0,0,0,1,unacc
155,1,0,0,1,0,0,0,1,unacc
156,1,0,0,1,0,0,0,1,unacc
157,1,0,0,1,0,0,0,1,unacc
158,1,0,0,1,0,0,0,1,unacc
159,1,0,0,1,0,0,0,1,unacc
160,1,0,0,1,0,0,0,1,unacc
161,1,0,0,1,0,0,0,1,unacc
162,1,0,0,1,0,0,1,0,unacc
163,1,0,0,1,0,0,1,0,unacc
164,1,0,0,1,0,0,1,0,unacc
165,1,0,0,1,0,0,1,0,unacc
166,1,0,0,1,0,0,1,0,unacc
167,1,0,0,1,0,0,1,0,unacc
168,1,0,0,1,0,0,1,0,unacc
169,1,0,0,1,0,0,1,0,unacc
170,1,0,0,1,0,0,1,0,unacc
171,1,0,0,1,0,0,0,1,unacc
172,1,0,0,1,0,0,0,1,unacc
173,1,0,0,1,0,0,0,1,unacc
174,1,0,0,1,0,0,0,1,unacc
175,1,0,0,1,0,0,0,1,unacc
176,1,0,0,1,0,0,0,1,unacc
177,1,0,0,1,0,0,0,1,unacc
178,1,0,0,1,0,0,0,1,unacc
179,1,0,0,1,0,0,0,1,unacc
180,1,0,0,1,0,0,0,1,unacc
181,1,0,0,1,0,0,0,1,unacc
182,1,0,0,1,0,0,0,1,unacc
183,1,0,0,1,0,0,0,1,unacc
184,1,0,0,1,0,0,0,1,unacc
185,1,0,0,1,0,0,0,1,unacc
186,1,0,0,1,0,0,0,1,unacc
187,1,0,0,1,0,0,0,1,unacc
188,1,0,0,1,0,0,0,1,unacc
189,1,0,0,1,0,0,1,0,unacc
190,1,0,0,1,0,0,1,0,unacc
191,1,0,0,1,0,0,1,0,unacc
192,1,0,0,1,0,0,1,0,unacc
193,1,0,0,1,0,0,1,0,unacc
194,1,0,0,1,0,0,1,0,unacc
195,1,0,0,1,0,0,1,0,unacc
196,1,0,0,1,0,0,1,0,unacc
197,1,0,0,1,0,0,1,0,unacc
198,1,0,0,1,0,0,0,1,unacc
199,1,0,0,1,0,0,0,1,unacc
200,1,0,0,1,0,0,0,1,unacc
201,1,0,0,1,0,0,0,1,unacc
202,1,0,0,1,0,0,0,1,unacc
203,1,0,0,1,0,0,0,1,unacc
204,1,0,0,1,0,0,0,1,unacc
205,1,0,0,1,0,0,0,1,unacc
206,1,0,0,1,0,0,0,1,unacc
207,1,0,0,1,0,0,0,1,unacc
208,1,0,0,1,0,0,0,1,unacc
209,1,0,0,1,0,0,0,1,unacc
210,1,0,0,1,0,0,0,1,unacc
211,1,0,0,1,0,0,0,1,unacc
212,1,0,0,1,0,0,0,1,unacc
213,1,0,0,1,0,0,0,1,unacc
214,1,0,0,1,0,0,0,1,unacc
215,1,0,0,1,0,0,0,1,unacc
216,1,0,0,0,0,1,1,0,unacc
217,1,0,0,0,0,1,1,0,unacc
218,1,0,0,0,0,1,1,0,unacc
219,1,0,0,0,0,1,1,0,unacc
220,1,0,0,0,0,1,1,0,unacc
221,1,0,0,0,0,1,1,0,unacc
222,1,0,0,0,0,1,1,0,unacc
223,1,0,0,0,0,1,1,0,unacc
224,1,0,0,0,0,1,1,0,unacc
225,1,0,0,0,0,1,0,1,unacc
226,1,0,0,0,0,1,0,1,unacc
227,1,0,0,0,0,1,0,1,acc
228,1,0,0,0,0,1,0,1,unacc
229,1,0,0,0,0,1,0,1,unacc
230,1,0,0,0,0,1,0,1,acc
231,1,0,0,0,0,1,0,1,unacc
232,1,0,0,0,0,1,0,1,acc
233,1,0,0,0,0,1,0,1,acc
234,1,0,0,0,0,1,0,1,unacc
235,1,0,0,0,0,1,0,1,unacc
236,1,0,0,0,0,1,0,1,unacc
237,1,0,0,0,0,1,0,1,unacc
238,1,0,0,0,0,1,0,1,unacc
239,1,0,0,0,0,1,0,1,acc
240,1,0,0,0,0,1,0,1,unacc
241,1,0,0,0,0,1,0,1,acc
242,1,0,0,0,0,1,0,1,acc
243,1,0,0,0,0,1,1,0,unacc
244,1,0,0,0,0,1,1,0,unacc
245,1,0,0,0,0,1,1,0,unacc
246,1,0,0,0,0,1,1,0,unacc
247,1,0,0,0,0,1,1,0,unacc
248,1,0,0,0,0,1,1,0,unacc
249,1,0,0,0,0,1,1,0,unacc
250,1,0,0,0,0,1,1,0,unacc
251,1,0,0,0,0,1,1,0,unacc
252,1,0,0,0,0,1,0,1,unacc
253,1,0,0,0,0,1,0,1,unacc
254,1,0,0,0,0,1,0,1,acc
255,1,0,0,0,0,1,0,1,unacc
256,1,0,0,0,0,1,0,1,unacc
257,1,0,0,0,0,1,0,1,acc
258,1,0,0,0,0,1,0,1,unacc
259,1,0,0,0,0,1,0,1,acc
260,1,0,0,0,0,1,0,1,acc
261,1,0,0,0,0,1,0,1,unacc
262,1,0,0,0,0,1,0,1,unacc
263,1,0,0,0,0,1,0,1,acc
264,1,0,0,0,0,1,0,1,unacc
265,1,0,0,0,0,1,0,1,acc
266,1,0,0,0,0,1,0,1,acc
267,1,0,0,0,0,1,0,1,unacc
268,1,0,0,0,0,1,0,1,acc
269,1,0,0,0,0,1,0,1,acc
270,1,0,0,0,0,1,1,0,unacc
271,1,0,0,0,0,1,1,0,unacc
272,1,0,0,0,0,1,1,0,unacc
273,1,0,0,0,0,1,1,0,unacc
274,1,0,0,0,0,1,1,0,unacc
275,1,0,0,0,0,1,1,0,unacc
276,1,0,0,0,0,1,1,0,unacc
277,1,0,0,0,0,1,1,0,unacc
278,1,0,0,0,0,1,1,0,unacc
279,1,0,0,0,0,1,0,1,unacc
280,1,0,0,0,0,1,0,1,unacc
281,1,0,0,0,0,1,0,1,acc
282,1,0,0,0,0,1,0,1,unacc
283,1,0,0,0,0,1,0,1,acc
284,1,0,0,0,0,1,0,1,acc
285,1,0,0,0,0,1,0,1,unacc
286,1,0,0,0,0,1,0,1,acc
287,1,0,0,0,0,1,0,1,acc
288,1,0,0,0,0,1,0,1,unacc
289,1,0,0,0,0,1,0,1,unacc
290,1,0,0,0,0,1,0,1,acc
291,1,0,0,0,0,1,0,1,unacc
292,1,0,0,0,0,1,0,1,acc
293,1,0,0,0,0,1,0,1,acc
294,1,0,0,0,0,1,0,1,unacc
295,1,0,0,0,0,1,0,1,acc
296,1,0,0,0,0,1,0,1,acc
297,1,0,0,0,0,1,1,0,unacc
298,1,0,0,0,0,1,1,0,unacc
299,1,0,0,0,0,1,1,0,unacc
300,1,0,0,0,0,1,1,0,unacc
301,1,0,0,0,0,1,1,0,unacc
302,1,0,0,0,0,1,1,0,unacc
303,1,0,0,0,0,1,1,0,unacc
304,1,0,0,0,0,1,1,0,unacc
305,1,0,0,0,0,1,1,0,unacc
306,1,0,0,0,0,1,0,1,unacc
307,1,0,0,0,0,1,0,1,unacc
308,1,0,0,0,0,1,0,1,acc
309,1,0,0,0,0,1,0,1,unacc
310,1,0,0,0,0,1,0,1,acc
311,1,0,0,0,0,1,0,1,acc
312,1,0,0,0,0,1,0,1,unacc
313,1,0,0,0,0,1,0,1,acc
314,1,0,0,0,0,1,0,1,acc
315,1,0,0,0,0,1,0,1,unacc
316,1,0,0,0,0,1,0,1,unacc
317,1,0,0,0,0,1,0,1,acc
318,1,0,0,0,0,1,0,1,unacc
319,1,0,0,0,0,1,0,1,acc
320,1,0,0,0,0,1,0,1,acc
321,1,0,0,0,0,1,0,1,unacc
322,1,0,0,0,0,1,0,1,acc
323,1,0,0,0,0,1,0,1,acc
324,1,0,0,0,1,0,1,0,unacc
325,1,0,0,0,1,0,1,0,unacc
326,1,0,0,0,1,0,1,0,unacc
327,1,0,0,0,1,0,1,0,unacc
328,1,0,0,0,1,0,1,0,unacc
329,1,0,0,0,1,0,1,0,unacc
330,1,0,0,0,1,0,1,0,unacc
331,1,0,0,0,1,0,1,0,unacc
332,1,0,0,0,1,0,1,0,unacc
333,1,0,0,0,1,0,0,1,unacc
334,1,0,0,0,1,0,0,1,unacc
335,1,0,0,0,1,0,0,1,acc
336,1,0,0,0,1,0,0,1,unacc
337,1,0,0,0,1,0,0,1,unacc
338,1,0,0,0,1,0,0,1,acc
339,1,0,0,0,1,0,0,1,unacc
340,1,0,0,0,1,0,0,1,acc
341,1,0,0,0,1,0,0,1,acc
342,1,0,0,0,1,0,0,1,unacc
343,1,0,0,0,1,0,0,1,unacc
344,1,0,0,0,1,0,0,1,unacc
345,1,0,0,0,1,0,0,1,unacc
346,1,0,0,0,1,0,0,1,unacc
347,1,0,0,0,1,0,0,1,acc
348,1,0,0,0,1,0,0,1,unacc
349,1,0,0,0,1,0,0,1,acc
350,1,0,0,0,1,0,0,1,acc
351,1,0,0,0,1,0,1,0,unacc
352,1,0,0,0,1,0,1,0,unacc
353,1,0,0,0,1,0,1,0,unacc
354,1,0,0,0,1,0,1,0,unacc
355,1,0,0,0,1,0,1,0,unacc
356,1,0,0,0,1,0,1,0,unacc
357,1,0,0,0,1,0,1,0,unacc
358,1,0,0,0,1,0,1,0,unacc
359,1,0,0,0,1,0,1,0,unacc
360,1,0,0,0,1,0,0,1,unacc
361,1,0,0,0,1,0,0,1,unacc
362,1,0,0,0,1,0,0,1,acc
363,1,0,0,0,1,0,0,1,unacc
364,1,0,0,0,1,0,0,1,unacc
365,1,0,0,0,1,0,0,1,acc
366,1,0,0,0,1,0,0,1,unacc
367,1,0,0,0,1,0,0,1,acc
368,1,0,0,0,1,0,0,1,acc
369,1,0,0,0,1,0,0,1,unacc
370,1,0,0,0,1,0,0,1,unacc
371,1,0,0,0,1,0,0,1,acc
372,1,0,0,0,1,0,0,1,unacc
373,1,0,0,0,1,0,0,1,acc
374,1,0,0,0,1,0,0,1,acc
375,1,0,0,0,1,0,0,1,unacc
376,1,0,0,0,1,0,0,1,acc
377,1,0,0,0,1,0,0,1,acc
378,1,0,0,0,1,0,1,0,unacc
379,1,0,0,0,1,0,1,0,unacc
380,1,0,0,0,1,0,1,0,unacc
381,1,0,0,0,1,0,1,0,unacc
382,1,0,0,0,1,0,1,0,unacc
383,1,0,0,0,1,0,1,0,unacc
384,1,0,0,0,1,0,1,0,unacc
385,1,0,0,0,1,0,1,0,unacc
386,1,0,0,0,1,0,1,0,unacc
387,1,0,0,0,1,0,0,1,unacc
388,1,0,0,0,1,0,0,1,unacc
389,1,0,0,0,1,0,0,1,acc
390,1,0,0,0,1,0,0,1,unacc
391,1,0,0,0,1,0,0,1,acc
392,1,0,0,0,1,0,0,1,acc
393,1,0,0,0,1,0,0,1,unacc
394,1,0,0,0,1,0,0,1,acc
395,1,0,0,0,1,0,0,1,acc
396,1,0,0,0,1,0,0,1,unacc
397,1,0,0,0,1,0,0,1,unacc
398,1,0,0,0,1,0,0,1,acc
399,1,0,0,0,1,0,0,1,unacc
400,1,0,0,0,1,0,0,1,acc
401,1,0,0,0,1,0,0,1,acc
402,1,0,0,0,1,0,0,1,unacc
403,1,0,0,0,1,0,0,1,acc
404,1,0,0,0,1,0,0,1,acc
405,1,0,0,0,1,0,1,0,unacc
406,1,0,0,0,1,0,1,0,unacc
407,1,0,0,0,1,0,1,0,unacc
408,1,0,0,0,1,0,1,0,unacc
409,1,0,0,0,1,0,1,0,unacc
410,1,0,0,0,1,0,1,0,unacc
411,1,0,0,0,1,0,1,0,unacc
412,1,0,0,0,1,0,1,0,unacc
413,1,0,0,0,1,0,1,0,unacc
414,1,0,0,0,1,0,0,1,unacc
415,1,0,0,0,1,0,0,1,unacc
416,1,0,0,0,1,0,0,1,acc
417,1,0,0,0,1,0,0,1,unacc
418,1,0,0,0,1,0,0,1,acc
419,1,0,0,0,1,0,0,1,acc
420,1,0,0,0,1,0,0,1,unacc
421,1,0,0,0,1,0,0,1,acc
422,1,0,0,0,1,0,0,1,acc
423,1,0,0,0,1,0,0,1,unacc
424,1,0,0,0,1,0,0,1,unacc
425,1,0,0,0,1,0,0,1,acc
426,1,0,0,0,1,0,0,1,unacc
427,1,0,0,0,1,0,0,1,acc
428,1,0,0,0,1,0,0,1,acc
429,1,0,0,0,1,0,0,1,unacc
430,1,0,0,0,1,0,0,1,acc
431,1,0,0,0,1,0,0,1,acc
432,1,0,0,1,0,0,1,0,unacc
433,1,0,0,1,0,0,1,0,unacc
434,1,0,0,1,0,0,1,0,unacc
435,1,0,0,1,0,0,1,0,unacc
436,1,0,0,1,0,0,1,0,unacc
437,1,0,0,1,0,0,1,0,unacc
438,1,0,0,1,0,0,1,0,unacc
439,1,0,0,1,0,0,1,0,unacc
440,1,0,0,1,0,0,1,0,unacc
441,1,0,0,1,0,0,0,1,unacc
442,1,0,0,1,0,0,0,1,unacc
443,1,0,0,1,0,0,0,1,unacc
444,1,0,0,1,0,0,0,1,unacc
445,1,0,0,1,0,0,0,1,unacc
446,1,0,0,1,0,0,0,1,unacc
447,1,0,0,1,0,0,0,1,unacc
448,1,0,0,1,0,0,0,1,unacc
449,1,0,0,1,0,0,0,1,unacc
450,1,0,0,1,0,0,0,1,unacc
451,1,0,0,1,0,0,0,1,unacc
452,1,0,0,1,0,0,0,1,unacc
453,1,0,0,1,0,0,0,1,unacc
454,1,0,0,1,0,0,0,1,unacc
455,1,0,0,1,0,0,0,1,unacc
456,1,0,0,1,0,0,0,1,unacc
457,1,0,0,1,0,0,0,1,unacc
458,1,0,0,1,0,0,0,1,unacc
459,1,0,0,1,0,0,1,0,unacc
460,1,0,0,1,0,0,1,0,unacc
461,1,0,0,1,0,0,1,0,unacc
462,1,0,0,1,0,0,1,0,unacc
463,1,0,0,1,0,0,1,0,unacc
464,1,0,0,1,0,0,1,0,unacc
465,1,0,0,1,0,0,1,0,unacc
466,1,0,0,1,0,0,1,0,unacc
467,1,0,0,1,0,0,1,0,unacc
468,1,0,0,1,0,0,0,1,unacc
469,1,0,0,1,0,0,0,1,unacc
470,1,0,0,1,0,0,0,1,unacc
471,1,0,0,1,0,0,0,1,unacc
472,1,0,0,1,0,0,0,1,unacc
473,1,0,0,1,0,0,0,1,unacc
474,1,0,0,1,0,0,0,1,unacc
475,1,0,0,1,0,0,0,1,unacc
476,1,0,0,1,0,0,0,1,unacc
477,1,0,0,1,0,0,0,1,unacc
478,1,0,0,1,0,0,0,1,unacc
479,1,0,0,1,0,0,0,1,unacc
480,1,0,0,1,0,0,0,1,unacc
481,1,0,0,1,0,0,0,1,unacc
482,1,0,0,1,0,0,0,1,unacc
483,1,0,0,1,0,0,0,1,unacc
484,1,0,0,1,0,0,0,1,unacc
485,1,0,0,1,0,0,0,1,unacc
486,1,0,0,1,0,0,1,0,unacc
487,1,0,0,1,0,0,1,0,unacc
488,1,0,0,1,0,0,1,0,unacc
489,1,0,0,1,0,0,1,0,unacc
490,1,0,0,1,0,0,1,0,unacc
491,1,0,0,1,0,0,1,0,unacc
492,1,0,0,1,0,0,1,0,unacc
493,1,0,0,1,0,0,1,0,unacc
494,1,0,0,1,0,0,1,0,unacc
495,1,0,0,1,0,0,0,1,unacc
496,1,0,0,1,0,0,0,1,unacc
497,1,0,0,1,0,0,0,1,unacc
498,1,0,0,1,0,0,0,1,unacc
499,1,0,0,1,0,0,0,1,unacc
500,1,0,0,1,0,0,0,1,unacc
501,1,0,0,1,0,0,0,1,unacc
502,1,0,0,1,0,0,0,1,unacc
503,1,0,0,1,0,0,0,1,unacc
504,1,0,0,1,0,0,0,1,unacc
505,1,0,0,1,0,0,0,1,unacc
506,1,0,0,1,0,0,0,1,unacc
507,1,0,0,1,0,0,0,1,unacc
508,1,0,0,1,0,0,0,1,unacc
509,1,0,0,1,0,0,0,1,unacc
510,1,0,0,1,0,0,0,1,unacc
511,1,0,0,1,0,0,0,1,unacc
512,1,0,0,1,0,0,0,1,unacc
513,1,0,0,1,0,0,1,0,unacc
514,1,0,0,1,0,0,1,0,unacc
515,1,0,0,1,0,0,1,0,unacc
516,1,0,0,1,0,0,1,0,unacc
517,1,0,0,1,0,0,1,0,unacc
518,1,0,0,1,0,0,1,0,unacc
519,1,0,0,1,0,0,1,0,unacc
520,1,0,0,1,0,0,1,0,unacc
521,1,0,0,1,0,0,1,0,unacc
522,1,0,0,1,0,0,0,1,unacc
523,1,0,0,1,0,0,0,1,unacc
524,1,0,0,1,0,0,0,1,unacc
525,1,0,0,1,0,0,0,1,unacc
526,1,0,0,1,0,0,0,1,unacc
527,1,0,0,1,0,0,0,1,unacc
528,1,0,0,1,0,0,0,1,unacc
529,1,0,0,1,0,0,0,1,unacc
530,1,0,0,1,0,0,0,1,unacc
531,1,0,0,1,0,0,0,1,unacc
532,1,0,0,1,0,0,0,1,unacc
533,1,0,0,1,0,0,0,1,unacc
534,1,0,0,1,0,0,0,1,unacc
535,1,0,0,1,0,0,0,1,unacc
536,1,0,0,1,0,0,0,1,unacc
537,1,0,0,1,0,0,0,1,unacc
538,1,0,0,1,0,0,0,1,unacc
539,1,0,0,1,0,0,0,1,unacc
540,1,0,0,1,0,0,1,0,unacc
541,1,0,0,1,0,0,1,0,unacc
542,1,0,0,1,0,0,1,0,unacc
543,1,0,0,1,0,0,1,0,unacc
544,1,0,0,1,0,0,1,0,unacc
545,1,0,0,1,0,0,1,0,unacc
546,1,0,0,1,0,0,1,0,unacc
547,1,0,0,1,0,0,1,0,unacc
548,1,0,0,1,0,0,1,0,unacc
549,1,0,0,1,0,0,0,1,unacc
550,1,0,0,1,0,0,0,1,unacc
551,1,0,0,1,0,0,0,1,acc
552,1,0,0,1,0,0,0,1,unacc
553,1,0,0,1,0,0,0,1,unacc
554,1,0,0,1,0,0,0,1,acc
555,1,0,0,1,0,0,0,1,unacc
556,1,0,0,1,0,0,0,1,acc
557,1,0,0,1,0,0,0,1,acc
558,1,0,0,1,0,0,0,1,unacc
559,1,0,0,1,0,0,0,1,unacc
560,1,0,0,1,0,0,0,1,unacc
561,1,0,0,1,0,0,0,1,unacc
562,1,0,0,1,0,0,0,1,unacc
563,1,0,0,1,0,0,0,1,acc
564,1,0,0,1,0,0,0,1,unacc
565,1,0,0,1,0,0,0,1,acc
566,1,0,0,1,0,0,0,1,acc
567,1,0,0,1,0,0,1,0,unacc
568,1,0,0,1,0,0,1,0,unacc
569,1,0,0,1,0,0,1,0,unacc
570,1,0,0,1,0,0,1,0,unacc
571,1,0,0,1,0,0,1,0,unacc
572,1,0,0,1,0,0,1,0,unacc
573,1,0,0,1,0,0,1,0,unacc
574,1,0,0,1,0,0,1,0,unacc
575,1,0,0,1,0,0,1,0,unacc
576,1,0,0,1,0,0,0,1,unacc
577,1,0,0,1,0,0,0,1,unacc
578,1,0,0,1,0,0,0,1,acc
579,1,0,0,1,0,0,0,1,unacc
580,1,0,0,1,0,0,0,1,unacc
581,1,0,0,1,0,0,0,1,acc
582,1,0,0,1,0,0,0,1,unacc
583,1,0,0,1,0,0,0,1,acc
584,1,0,0,1,0,0,0,1,acc
585,1,0,0,1,0,0,0,1,unacc
586,1,0,0,1,0,0,0,1,unacc
587,1,0,0,1,0,0,0,1,acc
588,1,0,0,1,0,0,0,1,unacc
589,1,0,0,1,0,0,0,1,acc
590,1,0,0,1,0,0,0,1,acc
591,1,0,0,1,0,0,0,1,unacc
592,1,0,0,1,0,0,0,1,acc
593,1,0,0,1,0,0,0,1,acc
594,1,0,0,1,0,0,1,0,unacc
595,1,0,0,1,0,0,1,0,unacc
596,1,0,0,1,0,0,1,0,unacc
597,1,0,0,1,0,0,1,0,unacc
598,1,0,0,1,0,0,1,0,unacc
599,1,0,0,1,0,0,1,0,unacc
600,1,0,0,1,0,0,1,0,unacc
601,1,0,0,1,0,0,1,0,unacc
602,1,0,0,1,0,0,1,0,unacc
603,1,0,0,1,0,0,0,1,unacc
604,1,0,0,1,0,0,0,1,unacc
605,1,0,0,1,0,0,0,1,acc
606,1,0,0,1,0,0,0,1,unacc
607,1,0,0,1,0,0,0,1,acc
608,1,0,0,1,0,0,0,1,acc
609,1,0,0,1,0,0,0,1,unacc
610,1,0,0,1,0,0,0,1,acc
611,1,0,0,1,0,0,0,1,acc
612,1,0,0,1,0,0,0,1,unacc
613,1,0,0,1,0,0,0,1,unacc
614,1,0,0,1,0,0,0,1,acc
615,1,0,0,1,0,0,0,1,unacc
616,1,0,0,1,0,0,0,1,acc
617,1,0,0,1,0,0,0,1,acc
618,1,0,0,1,0,0,0,1,unacc
619,1,0,0,1,0,0,0,1,acc
620,1,0,0,1,0,0,0,1,acc
621,1,0,0,1,0,0,1,0,unacc
622,1,0,0,1,0,0,1,0,unacc
623,1,0,0,1,0,0,1,0,unacc
624,1,0,0,1,0,0,1,0,unacc
625,1,0,0,1,0,0,1,0,unacc
626,1,0,0,1,0,0,1,0,unacc
627,1,0,0,1,0,0,1,0,unacc
628,1,0,0,1,0,0,1,0,unacc
629,1,0,0,1,0,0,1,0,unacc
630,1,0,0,1,0,0,0,1,unacc
631,1,0,0,1,0,0,0,1,unacc
632,1,0,0,1,0,0,0,1,acc
633,1,0,0,1,0,0,0,1,unacc
634,1,0,0,1,0,0,0,1,acc
635,1,0,0,1,0,0,0,1,acc
